Area_Name,Year,Group_Name,K_A_Cases_Reported,K_A_Female_10_15_Years,K_A_Female_15_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_15_Years,K_A_Male_15_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Karnataka,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Kidnap - For Slavery,58,0,0,0,0,0,0,0,58,0,8,25,25,0,58,0
West Bengal,2001,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Kidnap - For Unlawful Activity,164,1,5,52,5,0,63,0,168,3,19,54,26,2,105,1
Arunachal Pradesh,2001,Kidnap - For Unlawful Activity,6,0,0,2,0,0,2,0,6,0,0,4,0,0,4,0
Assam,2001,Kidnap - For Unlawful Activity,54,0,4,2,0,0,6,0,54,3,19,17,9,0,48,0
Bihar,2001,Kidnap - For Unlawful Activity,18,0,0,6,0,0,6,0,18,0,0,7,3,0,12,2
Chandigarh,2001,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Kidnap - For Unlawful Activity,14,6,4,2,1,0,13,0,16,0,2,0,1,0,3,0
Gujarat,2001,Kidnap - For Unlawful Activity,3,0,0,0,0,0,0,0,3,0,0,0,2,1,3,0
Haryana,2001,Kidnap - For Unlawful Activity,21,0,0,0,0,1,1,0,21,0,2,5,9,1,20,3
Himachal Pradesh,2001,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2001,Kidnap - For Unlawful Activity,59,8,14,9,3,0,37,3,76,2,2,16,15,0,39,4
Madhya Pradesh,2001,Kidnap - For Unlawful Activity,5,6,1,2,3,0,12,0,12,0,0,0,0,0,0,0
Maharashtra,2001,Kidnap - For Unlawful Activity,47,8,0,6,1,0,19,4,52,2,2,13,11,2,33,3
Meghalaya,2001,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Kidnap - For Unlawful Activity,2,0,0,0,0,0,0,0,5,0,2,1,2,0,5,0
Odisha,2001,Kidnap - For Unlawful Activity,17,0,1,0,1,0,2,0,17,0,6,8,1,0,15,0
Puducherry,2001,Kidnap - For Unlawful Activity,1,0,0,0,0,0,0,0,3,0,0,0,2,1,3,0
Punjab,2001,Kidnap - For Unlawful Activity,44,0,4,0,0,1,5,0,44,0,9,15,14,1,39,0
Rajasthan,2001,Kidnap - For Unlawful Activity,5,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0
Tamil Nadu,2001,Kidnap - For Unlawful Activity,8,0,0,0,0,0,0,0,8,0,1,4,1,2,8,0
Uttar Pradesh,2001,Kidnap - For Unlawful Activity,35,0,0,0,0,0,0,0,29,2,8,16,3,0,29,0
West Bengal,2001,Kidnap - For Unlawful Activity,23,2,1,4,0,0,7,0,24,2,3,6,2,0,17,4
Andhra Pradesh,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Adoption,3,0,0,0,0,0,1,1,3,0,0,2,0,0,2,0
Chhattisgarh,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Kidnap - For Adoption,6,0,2,3,0,0,5,0,6,0,0,0,0,0,1,1
Gujarat,2002,Kidnap - For Adoption,2,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0
Haryana,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Adoption,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Karnataka,2002,Kidnap - For Adoption,2,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0
Madhya Pradesh,2002,Kidnap - For Adoption,6,0,0,1,0,0,2,1,6,0,0,3,0,0,4,1
Maharashtra,2002,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Meghalaya,2002,Kidnap - For Adoption,4,0,0,0,0,0,0,0,4,0,0,3,1,0,4,0
Nagaland,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Punjab,2002,Kidnap - For Adoption,3,2,1,0,0,0,3,0,3,0,0,0,0,0,0,0
Rajasthan,2002,Kidnap - For Adoption,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Adoption,36,2,20,14,0,0,36,0,36,0,0,0,0,0,0,0
Tripura,2002,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Adoption,8,1,0,0,0,0,1,0,8,0,0,6,1,0,7,0
West Bengal,2002,Kidnap - For Adoption,11,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Begging,6,0,0,1,0,0,1,0,6,0,0,4,0,0,5,1
Assam,2002,Kidnap - For Begging,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2002,Kidnap - For Begging,3,0,0,1,0,0,2,1,3,0,0,0,0,0,1,1
Madhya Pradesh,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Begging,2,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1
Meghalaya,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2002,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2002,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
West Bengal,2002,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Andhra Pradesh,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2002,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Illicit Intercourse,98,1,0,89,8,0,98,0,98,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Kidnap - For Illicit Intercourse,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Assam,2002,Kidnap - For Illicit Intercourse,81,0,0,52,29,0,81,0,81,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Illicit Intercourse,69,2,0,66,1,0,69,0,69,0,0,0,0,0,0,0
Chandigarh,2002,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Illicit Intercourse,19,7,6,4,2,0,19,0,19,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Kidnap - For Illicit Intercourse,13,4,8,1,1,0,14,0,16,1,0,0,1,0,2,0
Goa,2002,Kidnap - For Illicit Intercourse,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Illicit Intercourse,126,13,10,68,22,0,114,1,126,1,0,5,6,0,12,0
Haryana,2002,Kidnap - For Illicit Intercourse,83,1,3,77,2,0,83,0,83,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Illicit Intercourse,10,0,4,5,1,0,10,0,10,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Illicit Intercourse,181,0,0,174,7,0,181,0,181,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Illicit Intercourse,23,0,1,14,3,0,18,0,20,0,0,2,0,0,2,0
Karnataka,2002,Kidnap - For Illicit Intercourse,3,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0
Kerala,2002,Kidnap - For Illicit Intercourse,10,1,2,1,1,0,6,1,10,1,1,0,0,0,4,2
Madhya Pradesh,2002,Kidnap - For Illicit Intercourse,102,12,27,45,14,0,102,4,102,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Illicit Intercourse,72,6,14,43,3,0,69,3,73,1,1,2,0,0,4,0
Meghalaya,2002,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Illicit Intercourse,95,4,0,88,3,0,95,0,95,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Illicit Intercourse,53,3,5,37,3,0,49,1,53,3,1,0,0,0,4,0
Rajasthan,2002,Kidnap - For Illicit Intercourse,29,0,0,28,1,0,29,0,29,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Illicit Intercourse,18,0,8,8,1,0,17,0,18,0,0,0,1,0,1,0
Tripura,2002,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Illicit Intercourse,685,49,50,391,166,0,656,0,685,6,14,9,0,0,29,0
Uttarakhand,2002,Kidnap - For Illicit Intercourse,6,0,0,4,2,0,6,0,6,0,0,0,0,0,0,0
West Bengal,2002,Kidnap - For Illicit Intercourse,30,3,9,16,2,0,30,0,30,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2002,Kidnap - For Marriage,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Marriage,392,29,19,337,4,0,389,0,392,0,0,0,3,0,3,0
Arunachal Pradesh,2002,Kidnap - For Marriage,36,0,3,32,1,0,36,0,36,0,0,0,0,0,0,0
Assam,2002,Kidnap - For Marriage,841,0,1,325,512,0,838,0,850,0,0,12,0,0,12,0
Bihar,2002,Kidnap - For Marriage,609,5,1,301,0,0,307,0,434,3,0,117,7,0,127,0
Chandigarh,2002,Kidnap - For Marriage,43,8,21,15,0,0,44,0,44,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Marriage,126,46,5,69,1,0,126,5,126,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2002,Kidnap - For Marriage,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Marriage,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Delhi,2002,Kidnap - For Marriage,342,89,127,127,8,0,351,0,355,0,0,4,0,0,4,0
Gujarat,2002,Kidnap - For Marriage,624,45,186,358,7,0,596,0,630,0,3,13,17,1,34,0
Haryana,2002,Kidnap - For Marriage,160,4,6,146,5,0,161,0,161,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Marriage,103,3,15,63,3,0,84,0,105,0,0,4,16,1,21,0
Jammu & Kashmir,2002,Kidnap - For Marriage,355,0,23,301,31,0,355,0,355,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Marriage,312,2,0,399,9,0,410,0,410,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Marriage,73,1,7,48,15,0,71,0,73,0,0,2,0,0,2,0
Kerala,2002,Kidnap - For Marriage,36,3,21,11,1,0,36,0,36,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnap - For Marriage,331,1,1,268,61,0,331,0,331,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Marriage,465,61,189,215,3,1,469,0,470,0,0,0,1,0,1,0
Manipur,2002,Kidnap - For Marriage,82,0,42,33,7,0,82,0,82,0,0,0,0,0,0,0
Meghalaya,2002,Kidnap - For Marriage,8,0,1,7,0,0,8,0,8,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Marriage,232,0,2,228,1,0,231,0,231,0,0,0,0,0,0,0
Puducherry,2002,Kidnap - For Marriage,4,0,2,2,0,0,4,0,4,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Marriage,246,14,12,215,9,0,250,0,250,0,0,0,0,0,0,0
Rajasthan,2002,Kidnap - For Marriage,1567,4,20,1325,206,0,1555,0,1567,0,3,8,1,0,12,0
Tamil Nadu,2002,Kidnap - For Marriage,466,36,190,137,7,0,370,0,391,0,10,8,2,0,21,1
Tripura,2002,Kidnap - For Marriage,24,0,0,16,8,0,24,0,24,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Marriage,1180,55,60,812,161,4,1092,0,1180,0,17,71,0,0,88,0
Uttarakhand,2002,Kidnap - For Marriage,146,0,0,142,4,0,146,0,146,0,0,0,0,0,0,0
West Bengal,2002,Kidnap - For Marriage,304,7,43,236,18,0,304,0,304,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Prostitution,61,6,1,49,5,0,61,0,61,0,0,0,0,0,0,0
Assam,2002,Kidnap - For Prostitution,12,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Prostitution,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Kidnap - For Prostitution,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Prostitution,25,0,6,19,0,0,25,0,25,0,0,0,0,0,0,0
Haryana,2002,Kidnap - For Prostitution,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Prostitution,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Prostitution,4,0,2,2,0,0,4,0,4,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Prostitution,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnap - For Prostitution,7,0,0,0,0,0,0,0,7,0,1,2,4,0,7,0
Maharashtra,2002,Kidnap - For Prostitution,16,10,6,11,0,0,28,1,28,0,0,0,0,0,0,0
Meghalaya,2002,Kidnap - For Prostitution,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Prostitution,3,1,2,0,0,0,3,0,3,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2002,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Prostitution,35,0,16,12,2,0,30,0,35,0,4,1,0,0,5,0
West Bengal,2002,Kidnap - For Prostitution,18,8,10,4,0,0,22,0,22,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Ransom,8,0,1,0,0,0,1,0,8,1,0,4,1,0,7,1
Assam,2002,Kidnap - For Ransom,71,0,0,12,0,0,12,0,71,0,0,33,26,0,59,0
Bihar,2002,Kidnap - For Ransom,397,1,0,2,1,0,4,0,397,3,2,278,90,17,393,3
Chhattisgarh,2002,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Kidnap - For Ransom,32,0,0,0,0,0,1,1,34,1,3,7,2,2,33,18
Gujarat,2002,Kidnap - For Ransom,36,0,0,2,1,0,5,2,36,0,2,10,13,0,31,6
Haryana,2002,Kidnap - For Ransom,10,0,0,0,1,0,2,1,10,1,1,2,3,1,8,0
Himachal Pradesh,2002,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Ransom,27,0,0,0,0,4,4,0,23,2,0,7,7,2,19,1
Karnataka,2002,Kidnap - For Ransom,8,0,0,2,0,0,2,0,9,0,0,5,1,0,7,1
Kerala,2002,Kidnap - For Ransom,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Madhya Pradesh,2002,Kidnap - For Ransom,126,1,0,2,2,0,6,1,164,10,14,61,62,3,158,8
Maharashtra,2002,Kidnap - For Ransom,24,0,0,0,0,0,0,0,29,4,0,12,4,1,29,8
Meghalaya,2002,Kidnap - For Ransom,32,0,0,0,0,0,0,0,32,1,0,8,23,0,32,0
Mizoram,2002,Kidnap - For Ransom,7,0,0,1,3,0,4,0,8,0,0,2,2,0,4,0
Nagaland,2002,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Ransom,4,0,0,2,0,0,2,0,5,0,0,2,1,0,3,0
Puducherry,2002,Kidnap - For Ransom,2,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0
Punjab,2002,Kidnap - For Ransom,9,0,0,1,0,0,2,1,9,0,2,0,2,0,7,3
Rajasthan,2002,Kidnap - For Ransom,12,0,1,0,0,0,1,0,12,0,1,5,2,1,11,2
Sikkim,2002,Kidnap - For Ransom,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Ransom,1,0,0,2,0,0,2,0,3,0,0,1,0,0,1,0
Tripura,2002,Kidnap - For Ransom,52,0,0,50,2,0,52,0,52,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Ransom,165,3,1,6,0,0,10,0,165,32,35,48,24,7,155,9
Uttarakhand,2002,Kidnap - For Ransom,10,0,0,0,0,0,0,0,10,1,2,4,3,0,10,0
West Bengal,2002,Kidnap - For Ransom,22,1,0,5,0,0,6,0,23,1,1,5,8,0,17,2
Andhra Pradesh,2002,Kidnap - For Revenge,34,0,2,15,2,0,19,0,34,0,1,6,2,3,15,3
Assam,2002,Kidnap - For Revenge,106,0,0,86,8,0,94,0,106,0,0,6,6,0,12,0
Bihar,2002,Kidnap - For Revenge,155,1,0,0,0,0,1,0,155,3,1,95,49,3,154,3
Chhattisgarh,2002,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2002,Kidnap - For Revenge,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Daman & Diu,2002,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Kidnap - For Revenge,11,0,0,0,0,0,2,2,12,1,1,7,0,0,10,1
Gujarat,2002,Kidnap - For Revenge,19,0,1,2,0,0,4,1,19,1,0,6,8,0,15,0
Haryana,2002,Kidnap - For Revenge,33,0,0,0,0,0,1,1,33,0,4,15,10,0,32,3
Himachal Pradesh,2002,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Revenge,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0
Jharkhand,2002,Kidnap - For Revenge,34,0,0,0,0,0,0,0,52,0,4,12,36,0,52,0
Karnataka,2002,Kidnap - For Revenge,19,1,0,3,0,0,4,0,19,0,2,7,6,0,15,0
Kerala,2002,Kidnap - For Revenge,10,1,0,1,1,0,4,1,10,0,0,1,4,1,6,0
Madhya Pradesh,2002,Kidnap - For Revenge,10,1,2,2,0,0,5,0,10,2,0,2,1,0,5,0
Maharashtra,2002,Kidnap - For Revenge,17,0,0,1,0,0,1,0,18,0,2,7,7,0,17,1
Meghalaya,2002,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Revenge,14,0,0,1,0,0,1,0,14,2,0,11,0,0,13,0
Punjab,2002,Kidnap - For Revenge,11,0,0,2,0,0,3,1,11,0,0,2,5,0,8,1
Rajasthan,2002,Kidnap - For Revenge,17,0,0,1,2,0,3,0,17,0,1,6,7,0,14,0
Tamil Nadu,2002,Kidnap - For Revenge,7,1,1,0,0,0,2,0,7,0,0,1,4,0,5,0
Tripura,2002,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2002,Kidnap - For Revenge,463,3,0,15,6,0,25,1,463,17,28,260,128,5,438,0
Uttarakhand,2002,Kidnap - For Revenge,2,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0
West Bengal,2002,Kidnap - For Revenge,17,1,0,4,0,0,8,3,17,1,1,3,3,0,9,1
Andhra Pradesh,2002,Kidnap - For Sale,3,0,1,1,0,0,2,0,3,1,0,0,0,0,1,0
Assam,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Sale,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Sale,3,0,1,2,0,0,3,0,3,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Sale,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Meghalaya,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Sale,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
